Municipios;Sexo;Periodo;Total
36025 Lama, A;Mujeres;2000;1655
36025 Lama, A;Mujeres;1999;1629
36025 Lama, A;Mujeres;1998;1611
36025 Lama, A;Mujeres;1997;
36025 Lama, A;Mujeres;1996;1636
36026 Marín;Total;2020;24242
36026 Marín;Total;2019;24319
36026 Marín;Total;2018;24362
36026 Marín;Total;2017;24637
36026 Marín;Total;2016;24878
36026 Marín;Total;2015;25084
36026 Marín;Total;2014;25329
36026 Marín;Total;2013;25483
36026 Marín;Total;2012;25562
36026 Marín;Total;2011;25864
36026 Marín;Total;2010;25997
36026 Marín;Total;2009;25969
36026 Marín;Total;2008;25879
36026 Marín;Total;2007;25885
36026 Marín;Total;2006;26190
36026 Marín;Total;2005;26103
36026 Marín;Total;2004;25706
36026 Marín;Total;2003;24825
36026 Marín;Total;2002;25461
36026 Marín;Total;2001;25487
36026 Marín;Total;2000;25482
36026 Marín;Total;1999;25421
36026 Marín;Total;1998;25344
36026 Marín;Total;1997;
36026 Marín;Total;1996;24731
36026 Marín;Hombres;2020;12060
36026 Marín;Hombres;2019;12153
36026 Marín;Hombres;2018;12175
36026 Marín;Hombres;2017;12324
36026 Marín;Hombres;2016;12482
36026 Marín;Hombres;2015;12588
36026 Marín;Hombres;2014;12733
36026 Marín;Hombres;2013;12807
36026 Marín;Hombres;2012;12829
36026 Marín;Hombres;2011;12997
36026 Marín;Hombres;2010;13029
36026 Marín;Hombres;2009;13000
36026 Marín;Hombres;2008;12943
36026 Marín;Hombres;2007;12961
36026 Marín;Hombres;2006;13154
36026 Marín;Hombres;2005;13055
36026 Marín;Hombres;2004;12858
36026 Marín;Hombres;2003;12335
36026 Marín;Hombres;2002;12607
36026 Marín;Hombres;2001;12591
36026 Marín;Hombres;2000;12572
36026 Marín;Hombres;1999;12570
36026 Marín;Hombres;1998;12526
36026 Marín;Hombres;1997;
36026 Marín;Hombres;1996;12200
36026 Marín;Mujeres;2020;12182
36026 Marín;Mujeres;2019;12166
36026 Marín;Mujeres;2018;12187
36026 Marín;Mujeres;2017;12313
36026 Marín;Mujeres;2016;12396
36026 Marín;Mujeres;2015;12496
36026 Marín;Mujeres;2014;12596
36026 Marín;Mujeres;2013;12676
36026 Marín;Mujeres;2012;12733
36026 Marín;Mujeres;2011;12867
36026 Marín;Mujeres;2010;12968
36026 Marín;Mujeres;2009;12969
36026 Marín;Mujeres;2008;12936
36026 Marín;Mujeres;2007;12924
36026 Marín;Mujeres;2006;13036
36026 Marín;Mujeres;2005;13048
36026 Marín;Mujeres;2004;12848
36026 Marín;Mujeres;2003;12490
36026 Marín;Mujeres;2002;12854
36026 Marín;Mujeres;2001;12896
36026 Marín;Mujeres;2000;12910
36026 Marín;Mujeres;1999;12851
36026 Marín;Mujeres;1998;12818
36026 Marín;Mujeres;1997;
36026 Marín;Mujeres;1996;12531
36027 Meaño;Total;2020;5322
36027 Meaño;Total;2019;5272
36027 Meaño;Total;2018;5315
36027 Meaño;Total;2017;5318
36027 Meaño;Total;2016;5341
36027 Meaño;Total;2015;5382
36027 Meaño;Total;2014;5428
36027 Meaño;Total;2013;5421
36027 Meaño;Total;2012;5453
36027 Meaño;Total;2011;5444
36027 Meaño;Total;2010;5455
36027 Meaño;Total;2009;5465
36027 Meaño;Total;2008;5475
36027 Meaño;Total;2007;5479
36027 Meaño;Total;2006;5494
36027 Meaño;Total;2005;5478
36027 Meaño;Total;2004;5489
36027 Meaño;Total;2003;5469
36027 Meaño;Total;2002;5384
36027 Meaño;Total;2001;5398
36027 Meaño;Total;2000;5403
36027 Meaño;Total;1999;5419
36027 Meaño;Total;1998;5451
36027 Meaño;Total;1997;
36027 Meaño;Total;1996;5504
36027 Meaño;Hombres;2020;2593
36027 Meaño;Hombres;2019;2570
36027 Meaño;Hombres;2018;2595
36027 Meaño;Hombres;2017;2594
36027 Meaño;Hombres;2016;2606
36027 Meaño;Hombres;2015;2611
36027 Meaño;Hombres;2014;2639
36027 Meaño;Hombres;2013;2641
36027 Meaño;Hombres;2012;2663
36027 Meaño;Hombres;2011;2644
36027 Meaño;Hombres;2010;2664
36027 Meaño;Hombres;2009;2668
36027 Meaño;Hombres;2008;2658
36027 Meaño;Hombres;2007;2656
36027 Meaño;Hombres;2006;2643
36027 Meaño;Hombres;2005;2638
36027 Meaño;Hombres;2004;2647
36027 Meaño;Hombres;2003;2615
36027 Meaño;Hombres;2002;2569
36027 Meaño;Hombres;2001;2573
36027 Meaño;Hombres;2000;2580
36027 Meaño;Hombres;1999;2587
36027 Meaño;Hombres;1998;2595
36027 Meaño;Hombres;1997;
36027 Meaño;Hombres;1996;2638
36027 Meaño;Mujeres;2020;2729
36027 Meaño;Mujeres;2019;2702
36027 Meaño;Mujeres;2018;2720
36027 Meaño;Mujeres;2017;2724
36027 Meaño;Mujeres;2016;2735
36027 Meaño;Mujeres;2015;2771
36027 Meaño;Mujeres;2014;2789
36027 Meaño;Mujeres;2013;2780
36027 Meaño;Mujeres;2012;2790
36027 Meaño;Mujeres;2011;2800
36027 Meaño;Mujeres;2010;2791
36027 Meaño;Mujeres;2009;2797
36027 Meaño;Mujeres;2008;2817
36027 Meaño;Mujeres;2007;2823
36027 Meaño;Mujeres;2006;2851
36027 Meaño;Mujeres;2005;2840
36027 Meaño;Mujeres;2004;2842
36027 Meaño;Mujeres;2003;2854
36027 Meaño;Mujeres;2002;2815
36027 Meaño;Mujeres;2001;2825
36027 Meaño;Mujeres;2000;2823
36027 Meaño;Mujeres;1999;2832
36027 Meaño;Mujeres;1998;2856
36027 Meaño;Mujeres;1997;
36027 Meaño;Mujeres;1996;2866
36028 Meis;Total;2020;4754
36028 Meis;Total;2019;4791
36028 Meis;Total;2018;4776
36028 Meis;Total;2017;4788
36028 Meis;Total;2016;4844
36028 Meis;Total;2015;5006
36028 Meis;Total;2014;5033
36028 Meis;Total;2013;5007
36028 Meis;Total;2012;4992
36028 Meis;Total;2011;4988
36028 Meis;Total;2010;5003
36028 Meis;Total;2009;5002
36028 Meis;Total;2008;4977
36028 Meis;Total;2007;4982
36028 Meis;Total;2006;5001
36028 Meis;Total;2005;5011
36028 Meis;Total;2004;5004
36028 Meis;Total;2003;5040
36028 Meis;Total;2002;5009
36028 Meis;Total;2001;4949
36028 Meis;Total;2000;4973
36028 Meis;Total;1999;5001
36028 Meis;Total;1998;5001
36028 Meis;Total;1997;
36028 Meis;Total;1996;5017
36028 Meis;Hombres;2020;2270
36028 Meis;Hombres;2019;2290
36028 Meis;Hombres;2018;2279
36028 Meis;Hombres;2017;2281
36028 Meis;Hombres;2016;2313
36028 Meis;Hombres;2015;2399
36028 Meis;Hombres;2014;2382
36028 Meis;Hombres;2013;2375
36028 Meis;Hombres;2012;2376
36028 Meis;Hombres;2011;2373
36028 Meis;Hombres;2010;2368
36028 Meis;Hombres;2009;2376
36028 Meis;Hombres;2008;2372
36028 Meis;Hombres;2007;2365
36028 Meis;Hombres;2006;2376
36028 Meis;Hombres;2005;2370
36028 Meis;Hombres;2004;2376
36028 Meis;Hombres;2003;2381
36028 Meis;Hombres;2002;2333
36028 Meis;Hombres;2001;2296
36028 Meis;Hombres;2000;2301
36028 Meis;Hombres;1999;2325
36028 Meis;Hombres;1998;2325
36028 Meis;Hombres;1997;
36028 Meis;Hombres;1996;2352
36028 Meis;Mujeres;2020;2484
36028 Meis;Mujeres;2019;2501
36028 Meis;Mujeres;2018;2497
36028 Meis;Mujeres;2017;2507
36028 Meis;Mujeres;2016;2531
36028 Meis;Mujeres;2015;2607
36028 Meis;Mujeres;2014;2651
36028 Meis;Mujeres;2013;2632
36028 Meis;Mujeres;2012;2616
36028 Meis;Mujeres;2011;2615
36028 Meis;Mujeres;2010;2635
36028 Meis;Mujeres;2009;2626
36028 Meis;Mujeres;2008;2605
36028 Meis;Mujeres;2007;2617
36028 Meis;Mujeres;2006;2625
36028 Meis;Mujeres;2005;2641
36028 Meis;Mujeres;2004;2628
36028 Meis;Mujeres;2003;2659
36028 Meis;Mujeres;2002;2676
36028 Meis;Mujeres;2001;2653
36028 Meis;Mujeres;2000;2672
36028 Meis;Mujeres;1999;2676
36028 Meis;Mujeres;1998;2676
36028 Meis;Mujeres;1997;
36028 Meis;Mujeres;1996;2665
36029 Moaña;Total;2020;19452
36029 Moaña;Total;2019;19399
36029 Moaña;Total;2018;19448
36029 Moaña;Total;2017;19439
36029 Moaña;Total;2016;19458
36029 Moaña;Total;2015;19492
36029 Moaña;Total;2014;19365
36029 Moaña;Total;2013;19309
36029 Moaña;Total;2012;19291
36029 Moaña;Total;2011;19336
36029 Moaña;Total;2010;19231
36029 Moaña;Total;2009;19014
36029 Moaña;Total;2008;18709
36029 Moaña;Total;2007;18587
36029 Moaña;Total;2006;18432
36029 Moaña;Total;2005;18415
36029 Moaña;Total;2004;18396
36029 Moaña;Total;2003;18165
36029 Moaña;Total;2002;18079
36029 Moaña;Total;2001;18026
36029 Moaña;Total;2000;17907
36029 Moaña;Total;1999;17751
36029 Moaña;Total;1998;17673
36029 Moaña;Total;1997;
36029 Moaña;Total;1996;17687
36029 Moaña;Hombres;2020;9455
36029 Moaña;Hombres;2019;9431
36029 Moaña;Hombres;2018;9435
36029 Moaña;Hombres;2017;9429
36029 Moaña;Hombres;2016;9488
36029 Moaña;Hombres;2015;9527
36029 Moaña;Hombres;2014;9448
36029 Moaña;Hombres;2013;9475
36029 Moaña;Hombres;2012;9499
36029 Moaña;Hombres;2011;9498
36029 Moaña;Hombres;2010;9424
36029 Moaña;Hombres;2009;9340
36029 Moaña;Hombres;2008;9163
36029 Moaña;Hombres;2007;9079
36029 Moaña;Hombres;2006;9015
36029 Moaña;Hombres;2005;8959
36029 Moaña;Hombres;2004;8958
36029 Moaña;Hombres;2003;8830
36029 Moaña;Hombres;2002;8769
36029 Moaña;Hombres;2001;8740
36029 Moaña;Hombres;2000;8689
36029 Moaña;Hombres;1999;8603
36029 Moaña;Hombres;1998;8556
36029 Moaña;Hombres;1997;
36029 Moaña;Hombres;1996;8564
36029 Moaña;Mujeres;2020;9997
36029 Moaña;Mujeres;2019;9968
36029 Moaña;Mujeres;2018;10013
36029 Moaña;Mujeres;2017;10010
36029 Moaña;Mujeres;2016;9970
36029 Moaña;Mujeres;2015;9965
36029 Moaña;Mujeres;2014;9917
36029 Moaña;Mujeres;2013;9834
36029 Moaña;Mujeres;2012;9792
36029 Moaña;Mujeres;2011;9838
36029 Moaña;Mujeres;2010;9807
36029 Moaña;Mujeres;2009;9674
36029 Moaña;Mujeres;2008;9546
36029 Moaña;Mujeres;2007;9508
36029 Moaña;Mujeres;2006;9417
36029 Moaña;Mujeres;2005;9456
36029 Moaña;Mujeres;2004;9438
36029 Moaña;Mujeres;2003;9335
36029 Moaña;Mujeres;2002;9310
36029 Moaña;Mujeres;2001;9286
36029 Moaña;Mujeres;2000;9218
36029 Moaña;Mujeres;1999;9148
36029 Moaña;Mujeres;1998;9117
36029 Moaña;Mujeres;1997;
36029 Moaña;Mujeres;1996;9123
36030 Mondariz;Total;2020;4410
36030 Mondariz;Total;2019;4440
36030 Mondariz;Total;2018;4496
36030 Mondariz;Total;2017;4548
36030 Mondariz;Total;2016;4647
36030 Mondariz;Total;2015;4665
36030 Mondariz;Total;2014;4742
36030 Mondariz;Total;2013;4800
36030 Mondariz;Total;2012;4841
36030 Mondariz;Total;2011;5081
36030 Mondariz;Total;2010;5200
36030 Mondariz;Total;2009;5259
36030 Mondariz;Total;2008;5328
36030 Mondariz;Total;2007;5320
36030 Mondariz;Total;2006;5354
36030 Mondariz;Total;2005;5343
36030 Mondariz;Total;2004;5320
36030 Mondariz;Total;2003;5373
36030 Mondariz;Total;2002;5370
36030 Mondariz;Total;2001;5480
36030 Mondariz;Total;2000;5571
36030 Mondariz;Total;1999;5915
36030 Mondariz;Total;1998;5915
36030 Mondariz;Total;1997;
36030 Mondariz;Total;1996;6347
36030 Mondariz;Hombres;2020;2185
36030 Mondariz;Hombres;2019;2199
36030 Mondariz;Hombres;2018;2232
36030 Mondariz;Hombres;2017;2230
36030 Mondariz;Hombres;2016;2265
36030 Mondariz;Hombres;2015;2273
36030 Mondariz;Hombres;2014;2307
36030 Mondariz;Hombres;2013;2304
36030 Mondariz;Hombres;2012;2332
36030 Mondariz;Hombres;2011;2461
36030 Mondariz;Hombres;2010;2497
36030 Mondariz;Hombres;2009;2529
36030 Mondariz;Hombres;2008;2539
36030 Mondariz;Hombres;2007;2531
36030 Mondariz;Hombres;2006;2552
36030 Mondariz;Hombres;2005;2521
36030 Mondariz;Hombres;2004;2509
36030 Mondariz;Hombres;2003;2522
36030 Mondariz;Hombres;2002;2504
36030 Mondariz;Hombres;2001;2557
36030 Mondariz;Hombres;2000;2594
36030 Mondariz;Hombres;1999;2770
36030 Mondariz;Hombres;1998;2770
36030 Mondariz;Hombres;1997;
36030 Mondariz;Hombres;1996;3006
36030 Mondariz;Mujeres;2020;2225
36030 Mondariz;Mujeres;2019;2241
36030 Mondariz;Mujeres;2018;2264
36030 Mondariz;Mujeres;2017;2318
36030 Mondariz;Mujeres;2016;2382
36030 Mondariz;Mujeres;2015;2392
36030 Mondariz;Mujeres;2014;2435
36030 Mondariz;Mujeres;2013;2496
36030 Mondariz;Mujeres;2012;2509
36030 Mondariz;Mujeres;2011;2620
36030 Mondariz;Mujeres;2010;2703
36030 Mondariz;Mujeres;2009;2730
36030 Mondariz;Mujeres;2008;2789
36030 Mondariz;Mujeres;2007;2789
36030 Mondariz;Mujeres;2006;2802
36030 Mondariz;Mujeres;2005;2822
36030 Mondariz;Mujeres;2004;2811
36030 Mondariz;Mujeres;2003;2851
36030 Mondariz;Mujeres;2002;2866
36030 Mondariz;Mujeres;2001;2923
36030 Mondariz;Mujeres;2000;2977
36030 Mondariz;Mujeres;1999;3145
36030 Mondariz;Mujeres;1998;3145
36030 Mondariz;Mujeres;1997;
36030 Mondariz;Mujeres;1996;3341
36031 Mondariz-Balneario;Total;2020;637
36031 Mondariz-Balneario;Total;2019;644
36031 Mondariz-Balneario;Total;2018;618
36031 Mondariz-Balneario;Total;2017;627
36031 Mondariz-Balneario;Total;2016;614
36031 Mondariz-Balneario;Total;2015;652
36031 Mondariz-Balneario;Total;2014;682
36031 Mondariz-Balneario;Total;2013;656
36031 Mondariz-Balneario;Total;2012;690
36031 Mondariz-Balneario;Total;2011;730
36031 Mondariz-Balneario;Total;2010;734
36031 Mondariz-Balneario;Total;2009;726
36031 Mondariz-Balneario;Total;2008;736
36031 Mondariz-Balneario;Total;2007;755
36031 Mondariz-Balneario;Total;2006;740
36031 Mondariz-Balneario;Total;2005;719
36031 Mondariz-Balneario;Total;2004;704
36031 Mondariz-Balneario;Total;2003;693
36031 Mondariz-Balneario;Total;2002;658
36031 Mondariz-Balneario;Total;2001;659
36031 Mondariz-Balneario;Total;2000;651
36031 Mondariz-Balneario;Total;1999;634
36031 Mondariz-Balneario;Total;1998;635
36031 Mondariz-Balneario;Total;1997;
36031 Mondariz-Balneario;Total;1996;636
36031 Mondariz-Balneario;Hombres;2020;324
36031 Mondariz-Balneario;Hombres;2019;327
36031 Mondariz-Balneario;Hombres;2018;317
36031 Mondariz-Balneario;Hombres;2017;326
36031 Mondariz-Balneario;Hombres;2016;316
36031 Mondariz-Balneario;Hombres;2015;329
36031 Mondariz-Balneario;Hombres;2014;346
36031 Mondariz-Balneario;Hombres;2013;331
36031 Mondariz-Balneario;Hombres;2012;341
36031 Mondariz-Balneario;Hombres;2011;366
36031 Mondariz-Balneario;Hombres;2010;366
36031 Mondariz-Balneario;Hombres;2009;367
36031 Mondariz-Balneario;Hombres;2008;366
36031 Mondariz-Balneario;Hombres;2007;377
36031 Mondariz-Balneario;Hombres;2006;368
36031 Mondariz-Balneario;Hombres;2005;352
36031 Mondariz-Balneario;Hombres;2004;342
36031 Mondariz-Balneario;Hombres;2003;335
36031 Mondariz-Balneario;Hombres;2002;323
36031 Mondariz-Balneario;Hombres;2001;320
36031 Mondariz-Balneario;Hombres;2000;310
36031 Mondariz-Balneario;Hombres;1999;305
36031 Mondariz-Balneario;Hombres;1998;296
36031 Mondariz-Balneario;Hombres;1997;
36031 Mondariz-Balneario;Hombres;1996;300
36031 Mondariz-Balneario;Mujeres;2020;313
36031 Mondariz-Balneario;Mujeres;2019;317
36031 Mondariz-Balneario;Mujeres;2018;301
36031 Mondariz-Balneario;Mujeres;2017;301
36031 Mondariz-Balneario;Mujeres;2016;298
36031 Mondariz-Balneario;Mujeres;2015;323
36031 Mondariz-Balneario;Mujeres;2014;336
36031 Mondariz-Balneario;Mujeres;2013;325
36031 Mondariz-Balneario;Mujeres;2012;349
36031 Mondariz-Balneario;Mujeres;2011;364
36031 Mondariz-Balneario;Mujeres;2010;368
36031 Mondariz-Balneario;Mujeres;2009;359
36031 Mondariz-Balneario;Mujeres;2008;370
36031 Mondariz-Balneario;Mujeres;2007;378
36031 Mondariz-Balneario;Mujeres;2006;372
36031 Mondariz-Balneario;Mujeres;2005;367
36031 Mondariz-Balneario;Mujeres;2004;362
36031 Mondariz-Balneario;Mujeres;2003;358
36031 Mondariz-Balneario;Mujeres;2002;335
36031 Mondariz-Balneario;Mujeres;2001;339
36031 Mondariz-Balneario;Mujeres;2000;341
36031 Mondariz-Balneario;Mujeres;1999;329
36031 Mondariz-Balneario;Mujeres;1998;339
36031 Mondariz-Balneario;Mujeres;1997;
36031 Mondariz-Balneario;Mujeres;1996;336
36032 Moraña;Total;2020;4147
36032 Moraña;Total;2019;4179
36032 Moraña;Total;2018;4200
36032 Moraña;Total;2017;4246
36032 Moraña;Total;2016;4313
36032 Moraña;Total;2015;4358
36032 Moraña;Total;2014;4362
36032 Moraña;Total;2013;4400
36032 Moraña;Total;2012;4402
36032 Moraña;Total;2011;4398
36032 Moraña;Total;2010;4434
36032 Moraña;Total;2009;4411
36032 Moraña;Total;2008;4349
36032 Moraña;Total;2007;4309
36032 Moraña;Total;2006;4274
36032 Moraña;Total;2005;4313
36032 Moraña;Total;2004;4281
36032 Moraña;Total;2003;4287
36032 Moraña;Total;2002;4291
36032 Moraña;Total;2001;4316
36032 Moraña;Total;2000;4327
36032 Moraña;Total;1999;4402
36032 Moraña;Total;1998;4402
36032 Moraña;Total;1997;
36032 Moraña;Total;1996;4524
36032 Moraña;Hombres;2020;2012
36032 Moraña;Hombres;2019;2024
36032 Moraña;Hombres;2018;2025
36032 Moraña;Hombres;2017;2057
36032 Moraña;Hombres;2016;2081
36032 Moraña;Hombres;2015;2111
36032 Moraña;Hombres;2014;2105
36032 Moraña;Hombres;2013;2122
36032 Moraña;Hombres;2012;2116
36032 Moraña;Hombres;2011;2124
36032 Moraña;Hombres;2010;2138
36032 Moraña;Hombres;2009;2108
36032 Moraña;Hombres;2008;2085
36032 Moraña;Hombres;2007;2053
36032 Moraña;Hombres;2006;2029
36032 Moraña;Hombres;2005;2051
36032 Moraña;Hombres;2004;2024
36032 Moraña;Hombres;2003;2029
36032 Moraña;Hombres;2002;2041
36032 Moraña;Hombres;2001;2065
36032 Moraña;Hombres;2000;2064
36032 Moraña;Hombres;1999;2093
36032 Moraña;Hombres;1998;2093
36032 Moraña;Hombres;1997;
36032 Moraña;Hombres;1996;2151
36032 Moraña;Mujeres;2020;2135
36032 Moraña;Mujeres;2019;2155
36032 Moraña;Mujeres;2018;2175
36032 Moraña;Mujeres;2017;2189
36032 Moraña;Mujeres;2016;2232
36032 Moraña;Mujeres;2015;2247
36032 Moraña;Mujeres;2014;2257
36032 Moraña;Mujeres;2013;2278
36032 Moraña;Mujeres;2012;2286
36032 Moraña;Mujeres;2011;2274
36032 Moraña;Mujeres;2010;2296
36032 Moraña;Mujeres;2009;2303
36032 Moraña;Mujeres;2008;2264
36032 Moraña;Mujeres;2007;2256
36032 Moraña;Mujeres;2006;2245
36032 Moraña;Mujeres;2005;2262
36032 Moraña;Mujeres;2004;2257
36032 Moraña;Mujeres;2003;2258
36032 Moraña;Mujeres;2002;2250
36032 Moraña;Mujeres;2001;2251
36032 Moraña;Mujeres;2000;2263
36032 Moraña;Mujeres;1999;2309
36032 Moraña;Mujeres;1998;2309
36032 Moraña;Mujeres;1997;
36032 Moraña;Mujeres;1996;2373
36033 Mos;Total;2020;15063
36033 Mos;Total;2019;15078
36033 Mos;Total;2018;15142
36033 Mos;Total;2017;15132
36033 Mos;Total;2016;15240
36033 Mos;Total;2015;15305
36033 Mos;Total;2014;15324
36033 Mos;Total;2013;15367
36033 Mos;Total;2012;15267
36033 Mos;Total;2011;14942
36033 Mos;Total;2010;14818
36033 Mos;Total;2009;14650
36033 Mos;Total;2008;14504
36033 Mos;Total;2007;14471
36033 Mos;Total;2006;14283
36033 Mos;Total;2005;13996
36033 Mos;Total;2004;14214
36033 Mos;Total;2003;14114
36033 Mos;Total;2002;14033
36033 Mos;Total;2001;13920
36033 Mos;Total;2000;13793
36033 Mos;Total;1999;13729
36033 Mos;Total;1998;13704
36033 Mos;Total;1997;
36033 Mos;Total;1996;13755
36033 Mos;Hombres;2020;7428
36033 Mos;Hombres;2019;7453
36033 Mos;Hombres;2018;7490
36033 Mos;Hombres;2017;7487
36033 Mos;Hombres;2016;7546
36033 Mos;Hombres;2015;7549
36033 Mos;Hombres;2014;7529
36033 Mos;Hombres;2013;7560
36033 Mos;Hombres;2012;7523
36033 Mos;Hombres;2011;7378
36033 Mos;Hombres;2010;7285
36033 Mos;Hombres;2009;7167
36033 Mos;Hombres;2008;7106
36033 Mos;Hombres;2007;7106
36033 Mos;Hombres;2006;7008
36033 Mos;Hombres;2005;6837
36033 Mos;Hombres;2004;6978
36033 Mos;Hombres;2003;6916
36033 Mos;Hombres;2002;6890
36033 Mos;Hombres;2001;6795
36033 Mos;Hombres;2000;6733
36033 Mos;Hombres;1999;6683
36033 Mos;Hombres;1998;6654
36033 Mos;Hombres;1997;
36033 Mos;Hombres;1996;6664
36033 Mos;Mujeres;2020;7635
36033 Mos;Mujeres;2019;7625
36033 Mos;Mujeres;2018;7652
36033 Mos;Mujeres;2017;7645
36033 Mos;Mujeres;2016;7694
36033 Mos;Mujeres;2015;7756
36033 Mos;Mujeres;2014;7795
36033 Mos;Mujeres;2013;7807
36033 Mos;Mujeres;2012;7744
36033 Mos;Mujeres;2011;7564
36033 Mos;Mujeres;2010;7533
36033 Mos;Mujeres;2009;7483
36033 Mos;Mujeres;2008;7398
36033 Mos;Mujeres;2007;7365
36033 Mos;Mujeres;2006;7275
36033 Mos;Mujeres;2005;7159
36033 Mos;Mujeres;2004;7236
36033 Mos;Mujeres;2003;7198
36033 Mos;Mujeres;2002;7143
36033 Mos;Mujeres;2001;7125
36033 Mos;Mujeres;2000;7060
36033 Mos;Mujeres;1999;7046
36033 Mos;Mujeres;1998;7050
36033 Mos;Mujeres;1997;
36033 Mos;Mujeres;1996;7091
36034 Neves, As;Total;2020;3803
36034 Neves, As;Total;2019;3841
36034 Neves, As;Total;2018;3892
36034 Neves, As;Total;2017;3968
36034 Neves, As;Total;2016;4038
36034 Neves, As;Total;2015;4066
36034 Neves, As;Total;2014;4121
36034 Neves, As;Total;2013;4192
36034 Neves, As;Total;2012;4300
36034 Neves, As;Total;2011;4400
36034 Neves, As;Total;2010;4429
36034 Neves, As;Total;2009;4466
36034 Neves, As;Total;2008;4471
36034 Neves, As;Total;2007;4467
36034 Neves, As;Total;2006;4473
36034 Neves, As;Total;2005;4377
36034 Neves, As;Total;2004;4440
36034 Neves, As;Total;2003;4586
36034 Neves, As;Total;2002;4695
36034 Neves, As;Total;2001;4695
36034 Neves, As;Total;2000;4750
36034 Neves, As;Total;1999;5027
36034 Neves, As;Total;1998;5027
36034 Neves, As;Total;1997;
36034 Neves, As;Total;1996;5033
36034 Neves, As;Hombres;2020;1838
36034 Neves, As;Hombres;2019;1862
36034 Neves, As;Hombres;2018;1881
36034 Neves, As;Hombres;2017;1915
36034 Neves, As;Hombres;2016;1945
36034 Neves, As;Hombres;2015;1971
36034 Neves, As;Hombres;2014;2001
36034 Neves, As;Hombres;2013;2038
36034 Neves, As;Hombres;2012;2112
36034 Neves, As;Hombres;2011;2162
36034 Neves, As;Hombres;2010;2164
36034 Neves, As;Hombres;2009;2188
36034 Neves, As;Hombres;2008;2185
36034 Neves, As;Hombres;2007;2178
36034 Neves, As;Hombres;2006;2186
36034 Neves, As;Hombres;2005;2124
36034 Neves, As;Hombres;2004;2156
36034 Neves, As;Hombres;2003;2228
36034 Neves, As;Hombres;2002;2258
36034 Neves, As;Hombres;2001;2237
36034 Neves, As;Hombres;2000;2260
36034 Neves, As;Hombres;1999;2374
36034 Neves, As;Hombres;1998;2374
36034 Neves, As;Hombres;1997;
36034 Neves, As;Hombres;1996;2380
36034 Neves, As;Mujeres;2020;1965
36034 Neves, As;Mujeres;2019;1979
36034 Neves, As;Mujeres;2018;2011
36034 Neves, As;Mujeres;2017;2053
36034 Neves, As;Mujeres;2016;2093
36034 Neves, As;Mujeres;2015;2095
36034 Neves, As;Mujeres;2014;2120
36034 Neves, As;Mujeres;2013;2154
36034 Neves, As;Mujeres;2012;2188
36034 Neves, As;Mujeres;2011;2238
36034 Neves, As;Mujeres;2010;2265
36034 Neves, As;Mujeres;2009;2278
36034 Neves, As;Mujeres;2008;2286
36034 Neves, As;Mujeres;2007;2289
36034 Neves, As;Mujeres;2006;2287
36034 Neves, As;Mujeres;2005;2253
36034 Neves, As;Mujeres;2004;2284
36034 Neves, As;Mujeres;2003;2358
36034 Neves, As;Mujeres;2002;2437
36034 Neves, As;Mujeres;2001;2458
36034 Neves, As;Mujeres;2000;2490
36034 Neves, As;Mujeres;1999;2653
36034 Neves, As;Mujeres;1998;2653
36034 Neves, As;Mujeres;1997;
36034 Neves, As;Mujeres;1996;2653
36035 Nigrán;Total;2020;17745
36035 Nigrán;Total;2019;17675
36035 Nigrán;Total;2018;17723
36035 Nigrán;Total;2017;17622
36035 Nigrán;Total;2016;17593
36035 Nigrán;Total;2015;17619
36035 Nigrán;Total;2014;17715
36035 Nigrán;Total;2013;17738
36035 Nigrán;Total;2012;17840
36035 Nigrán;Total;2011;17879
36035 Nigrán;Total;2010;17909
36035 Nigrán;Total;2009;18021
36035 Nigrán;Total;2008;17869
36035 Nigrán;Total;2007;17668
36035 Nigrán;Total;2006;17631
36035 Nigrán;Total;2005;17281
36035 Nigrán;Total;2004;16894
36035 Nigrán;Total;2003;16806
36035 Nigrán;Total;2002;16684
36035 Nigrán;Total;2001;16302
36035 Nigrán;Total;2000;15905
36035 Nigrán;Total;1999;15647
36035 Nigrán;Total;1998;15422
36035 Nigrán;Total;1997;
36035 Nigrán;Total;1996;15197
36035 Nigrán;Hombres;2020;8710
36035 Nigrán;Hombres;2019;8680
36035 Nigrán;Hombres;2018;8701
36035 Nigrán;Hombres;2017;8647
36035 Nigrán;Hombres;2016;8622
36035 Nigrán;Hombres;2015;8660
36035 Nigrán;Hombres;2014;8684
36035 Nigrán;Hombres;2013;8706
36035 Nigrán;Hombres;2012;8797
36035 Nigrán;Hombres;2011;8765
36035 Nigrán;Hombres;2010;8804
36035 Nigrán;Hombres;2009;8875
36035 Nigrán;Hombres;2008;8873
36035 Nigrán;Hombres;2007;8764
36035 Nigrán;Hombres;2006;8717
36035 Nigrán;Hombres;2005;8577
36035 Nigrán;Hombres;2004;8340
36035 Nigrán;Hombres;2003;8227
36035 Nigrán;Hombres;2002;8170
36035 Nigrán;Hombres;2001;7985
36035 Nigrán;Hombres;2000;7769
36035 Nigrán;Hombres;1999;7644
36035 Nigrán;Hombres;1998;7540
36035 Nigrán;Hombres;1997;
36035 Nigrán;Hombres;1996;7433
36035 Nigrán;Mujeres;2020;9035
36035 Nigrán;Mujeres;2019;8995
36035 Nigrán;Mujeres;2018;9022
36035 Nigrán;Mujeres;2017;8975
